TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
350.069937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009787000000017088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.145061,,0.0,357.88939036608815,3475.0,0.0,,,,0.9633666334458757,0.35,0.0,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,,-0.031990258461576104,0.0,,0.0,0.0,0.0,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.07512400000001662,-0.9379720745474568,0.0,,,,9.192913385826648,,,,,0.0,,0.0,0.0,0.0,,0.0,113.35076073333889,-0.0,,-0.0,,,,1.0,,0.031990258461576104,,,0.0,,0.0,,-0.0,,0.035506999999995514,1.0,,1.0,6.552924229688814,,9.192913385826648,,1.0,,,0.0073893967956813016,0.0,,0.0,,,-0.031990258461576104,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,113.3347656041081,,,1.0,0.0,,
350.209532,,0.0,1.458805993573673,3475.0,0.0,,,,2.383146124350708,0.35,21.65625,,0.0,0.0,,,0.0,,,1.0,,0.0,84.5625,,-0.0498060056410452,0.0,,0.0,0.0,-2.441480755805969E-4,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.06447100000002592,-0.9178358120359135,28.3125,,,,9.271653543306964,,,,,0.0,,0.13138218224048615,2.441480755805969E-4,0.0,,0.0,113.35966860692862,28.571430206298828,,-0.0,,,,1.0,,11.986426737533197,,,0.0,,0.0,,-0.0,,0.005487999999957083,1.0,,1.0,6.552924229688814,,9.271653543306964,,1.0,,,0.017524557790540445,0.0,,0.0,,,11.886814726251107,0.0,,0.21875,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,113.3347656041081,,,1.0,22.3125,,
350.21615299999996,,0.0,358.92023001550353,3475.0,0.0,,,,1.1779440582187812,0.35,21.65625,,0.0,0.0,,,0.0,,,1.0,,0.0,84.5625,,-0.04963065076924522,0.0,,0.0,0.0,-2.441480755805969E-4,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.006620999999995547,-0.923416060567638,28.3125,,,,9.330708661417201,,,,,0.0,,0.13138218224048615,2.441480755805969E-4,0.0,,0.0,113.35958092949272,28.571430206298828,,-0.0,,,,1.0,,15.965124959958782,,,0.0,,0.0,,-0.0,,0.008155999999985397,1.0,,1.0,6.552924229688814,,9.330708661417201,,1.0,,,0.013777303741740115,0.0,,0.0,,,15.865863658420292,0.0,,40.21875,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,113.3347656041081,,,1.0,16.625,,
350.225463,,0.0,356.31138274744393,3475.0,0.0,,,,0.12858393568267773,0.35,13.5,,0.0,0.0,,,0.0,,,1.0,,0.0,60.28125,,-0.049289605128223,0.0,,0.0,0.0,0.09448530524969101,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.009309999999970842,-0.9443474447465783,46.8125,,,,9.271653543306964,,,,,0.0,,0.17139194905757904,0.0952787846326828,0.0,,0.0,113.35941040667221,28.571430206298828,,-0.0,,,,1.0,,15.96478391431776,,,0.0,,0.0,,11.428571701049805,,0.0026000000000294676,1.0,,1.0,6.552924229688814,,9.271653543306964,,1.0,,,0.005316461753346638,0.0,,0.0,,,15.866204704061314,0.0,,40.21875,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,113.3347656041081,,,1.0,16.625,,
350.229289,,0.0,358.3948065352791,3475.0,0.0,,,,1.2274341357150325,0.35,13.5,,0.0,0.0,,,0.0,,,1.0,,16.28125,60.28125,,-0.04970054615387198,0.0,,0.0,0.0,0.09448530524969101,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.00382600000000366,-0.9475175465864166,46.8125,,,,9.212598425196727,,,,,0.0,,0.21118809282779694,0.0952787846326828,0.0,,0.0,113.35961587718504,28.571430206298828,,-0.0,,,,1.0,,15.965194855343409,,,0.0,,0.0,,11.428571701049805,,0.002414999999984957,1.0,,1.0,6.552924229688814,,9.212598425196727,,1.0,,,0.014370949325273146,0.0,,0.0,,,15.865793763035665,0.0,,40.21875,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,113.3347656041081,,,1.0,16.625,,
350.23306,,0.0,354.81451683586994,3475.0,0.0,,,,2.153327762472241,0.35,13.5,,0.0,0.0,,,0.0,,,1.0,,16.28125,60.28125,,-0.0457142312820622,0.0,,0.0,0.0,0.09106723219156265,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.0037710000000288346,-0.9400791169359435,46.8125,,,,9.212598425196727,,,,,0.0,,0.21118809282779694,0.0952787846326828,0.0,,0.0,113.35762271974913,28.571430206298828,,-0.0,,,,1.0,,15.961208540471599,,,0.0,,0.0,,11.428571701049805,,0.00286599999998316,1.0,,1.0,6.552924229688814,,9.212598425196727,,1.0,,,0.03477799487277311,0.0,,0.0,,,15.869780077907475,0.0,,40.21875,,,1.0,,0.0,0.0,,,,1.0,0.5714285969734192,0.0,,113.3347656041081,,,1.0,11.21875,,
350.237001,,0.0,357.81674090346405,3475.0,0.0,,-1.0,,355.3175092163859,0.35,9.78125,8.4375,0.0,0.0,,0.0,0.0,,,1.0,,16.28125,48.5625,103.34555892857145,-0.04226620666668168,0.0,0.0,0.0,3.71875,0.12271492928266525,0.0440826416015625,0.0,0.0,,0.0,0.35,0.0,1.0,,,0.00394099999999753,-0.944746382175435,58.6875,0.0,,,9.271653543306964,0.0,,,,0.0,,0.25119784474372864,0.12002930045127869,0.0,,0.0,113.35589870744144,257.14288330078125,12.6,1.1428571939468384,0.0,,,1.0,0.178466796875,19.936634093153593,,0.0,0.0,,0.0,,17.14285659790039,10.92762890625,0.012074999999981628,1.0,,1.0,6.552924229688814,,9.271653543306964,0.0,1.0,,,0.012896998230681071,0.0,-1.0,0.0,0.356689453125,329.0,19.85210167982023,0.0,,52.875,,0.46533203125,1.0,0.49276837706565857,0.0,0.0,0.0,,0.0,1.0,0.5714285969734192,0.0,0.0,113.3347656041081,,,1.0,11.21875,,
350.250354,,0.0,355.59453257794394,3475.0,0.0,,,,2.409748697370404,0.35,9.78125,,0.0,0.0,,,0.0,,,1.0,,13.96875,48.5625,,-0.037888771794882814,0.0,,0.0,3.71875,0.12271492928266525,0.0440826416015625,0.0,0.0,,,0.35,0.0,1.0,,,0.013352999999995063,-0.9630392438028728,58.6875,,,,9.330708661417201,,,,,0.0,,0.29117709398269653,0.12002930045127869,0.0,,0.0,113.35370999000554,257.14288330078125,,1.1428571939468384,,,,1.0,,19.932256658281794,,,0.0,,0.0,,17.14285659790039,,0.002644999999972697,1.0,,1.0,6.552924229688814,,9.330708661417201,,1.0,,,0.019322797469702696,0.0,,0.0,,,19.85647911469203,0.0,,52.875,,,1.0,,0.0,0.0,,,,1.0,0.5714285969734192,0.0,,113.3347656041081,,,1.0,11.21875,,
