TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
200.63539699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015653999999983625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.755534,,1.0,358.94353696017185,3475.0,0.0,,,-1.0,,0.1440551192122945,0.35,0.0,-0.22736301099055822,0.0,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,102.94922678571427,-0.08502883692304408,0.0,0.0,0.0,0.0,0.0,0.04733395576477051,-0.5,0.0,,0.0,0.35,1.0,1.0,,,0.12013699999999972,-1.14018162946955,0.0,0.0,,,7.992125984251887,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,121.94462885427947,-0.0,13.200000000000001,-0.0,89.77263698900944,0.0,,,1.0,0.0,0.08502883692304408,,0.0,1.0,,0.0,,-0.0,12.93801953125,0.04716099999998846,1.0,,1.0,6.561381388240116,,7.992125984251887,1.0,1.0,,,-0.05993386673073281,0.0,-1.0,0.0,0.0,21.0,-0.08502883692304408,0.0,,0.0,,0.0,1.0,0.4612399637699127,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,121.90211443581795,,,1.0,0.0,,
200.819565,,1.0,357.43911419917396,3475.0,0.0,,,,,359.90339484760085,0.35,22.09375,,,0.0,0.0,,,0.0,,,1.0,,0.0,71.125,,-0.10286690549446575,0.0,,0.0,0.0,-6.714072078466415E-4,0.04733395576477051,-0.5,0.0,,,0.35,1.0,1.0,,,0.06403099999999995,-1.147227404622901,0.46875,,,,7.992125984251887,,,,,0.0,,0.07757805287837982,6.714072078466415E-4,0.0,,0.0,121.95354788856518,-0.0,,-0.0,,,,,1.0,,12.039487637386618,,,1.0,,-7103115.857025294,,-0.0,,0.010529999999988604,1.0,,1.0,6.561381388240116,,7.992125984251887,,1.0,,,-0.06286042847125341,0.0,,0.0,,,11.833753826397686,0.0,,0.28125,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,121.90211443581795,,,1.0,22.03125,,
200.850673,,1.0,359.78390965950507,3475.0,0.0,,,,,4.000910981630495,0.35,12.9375,,,0.0,0.0,,,0.0,,,1.0,,0.0,79.0625,,-0.1260558483515979,0.0,,0.0,0.0,0.08377330750226974,0.04733395576477051,-0.5,0.0,,,0.35,1.0,1.0,,,0.031107999999989033,-1.1289556546834671,50.9375,,,,7.992125984251887,,,,,0.0,,0.2373729646205902,0.051118504256010056,0.0,,0.0,121.96514235999375,40.0,,2.8571431636810303,,,,,1.0,,20.02042373483851,,,1.0,,-2.8412463428101175E7,,5.714285850524902,,0.021166999999991276,1.0,,1.0,6.561381388240116,,7.992125984251887,,1.0,,,-0.044196861138725514,0.0,,4.875,,,19.768312038135313,0.0,,50.125,,,1.0,,0.03125,0.0,,,,1.0,1.7142857313156128,0.0,,121.90211443581795,,,1.0,26.9375,,
200.880785,,1.0,355.9495528840032,3475.0,0.0,,,,,0.0987091739732959,0.35,11.75,,,0.0,0.0,,,0.0,,,1.0,,0.0,50.375,,-0.12112962461534948,0.0,,0.0,24.46875,0.08377330750226974,0.07646536827087402,0.0,0.0,,,0.35,0.0,1.0,,,0.03011200000000258,-1.131299463380513,62.875,,,,8.267716535432989,,,,,0.0,,0.317392498254776,0.1420026272535324,0.0,,0.0,121.96267924812562,280.0,,2.8571431636810303,,,,,1.0,,23.99437108839966,,,0.0,,-5.064830437183252E7,,17.14285659790039,,0.009436999999991258,1.0,,1.0,5.432768853346597,,8.267716535432989,,1.0,,,-0.05224115142682744,0.0,,4.875,,,23.75211183916896,0.0,,52.90625,,,1.0,,0.03125,0.0,,,,1.0,1.7142857313156128,0.0,,121.90211443581795,,,1.0,24.28125,,
200.900198,,1.0,339.14235760977175,3475.0,32.09375,,,,,0.2694350269581122,0.35,11.8125,,,0.0,0.0,,,0.0,,,1.0,,14.0,28.8125,,-0.13513414461533557,0.0,,0.0,24.65625,0.11600085347890854,0.07646536827087402,0.0,0.0,,,0.35,0.0,1.0,,,0.019412999999985914,-1.2676111364085845,75.25,,,,8.740157480314878,,,,,0.0,,0.3973815143108368,0.1427350640296936,0.0,,0.0,121.96968150812562,702.857177734375,,8.0,,,,,1.0,,27.98724918569699,,,0.0,,-6.300154934057216E7,,17.14285659790039,,0.010919000000001233,1.0,,1.0,5.432768853346597,,8.740157480314878,,1.0,,,-0.0811290017405579,0.0,,5.75,,,27.716980896466318,0.0,,77.96875,,,1.0,,24.28125,0.0,,,,1.0,6.857142925262451,0.0,,121.90211443581795,,,1.0,22.21875,,
200.920392,,1.0,347.9753184096922,3475.0,24.46875,,,,,1.653785082700747,0.35,12.5625,,,0.0,0.0,,,0.0,,,1.0,,32.9375,16.1875,,-0.1580107727472182,0.0,,0.0,31.34375,0.16547136008739471,0.07646536827087402,0.0,0.0,,,0.35,0.0,1.0,,,0.020194000000003598,-2.242485300292004,100.25,,74.8,,8.70078740157472,,,,,0.0,,0.5341654419898987,0.15735343098640442,0.0,,0.0,121.98111982219156,1228.571533203125,,10.857142448425293,,,,76.21895253033645,1.0,,31.98899939112627,,,0.0,,-7.010466519759746E7,,91.42857360839844,,0.03647599999999329,1.0,76.5,1.0,5.432768853346597,,8.70078740157472,,1.0,,,-0.013389103417884726,0.0,,5.75,,,31.672977845631834,0.0,,86.71875,,,1.0,,22.25,0.0,,,,1.0,9.142857551574707,0.0,,121.90211443581795,,,1.0,19.03125,,
200.960959,,1.0,346.52434094164335,3475.0,26.0,,,,,0.5615317915631449,0.35,10.21875,,,0.0,0.0,,,0.0,,,1.0,,28.21875,16.34375,,-0.16897667296700547,0.0,,0.0,26.84375,0.14148381352424622,0.07646536827087402,0.0,0.0,,,0.35,0.0,1.0,,,0.04056700000001001,-2.3261385486329145,100.25,,,,8.464566929133776,,,,,0.0,,0.47300636768341064,0.17200231552124023,0.0,,0.0,121.98660277230145,1777.1429443359375,,13.714285850524902,,,,,1.0,,39.95771244594082,,,0.0,,-7.164882081868991E7,,91.42857360839844,,0.008082999999999174,1.0,,1.0,5.432768853346597,,8.464566929133776,,1.0,,,-0.013196311744998482,0.0,,0.0,,,39.61975910000681,0.0,,68.59375,,,1.0,,25.5,0.0,,,,1.0,13.142857551574707,0.0,,121.90211443581795,,,1.0,19.75,,
200.974835,,1.0,341.60952752334816,3475.0,26.5,,,,,1.8189593579161636,0.35,7.09375,,,0.0,0.0,,,0.0,,,1.0,,28.09375,17.625,,-0.209908794285667,0.0,,0.0,26.84375,0.17291787266731262,0.07646536827087402,0.0,0.0,,,0.35,0.0,1.0,,,0.013876000000010436,-2.57810546295185,97.96875,,,,8.464566929133776,,,,,0.0,,0.7173680663108826,0.17200231552124023,0.0,,0.0,122.00706883296078,1777.1429443359375,,13.714285850524902,,,,,1.0,,43.97751814455678,,,0.0,,-7.133998969447143E7,,165.71429443359375,,0.009142999999994572,1.0,,1.0,5.432768853346597,,8.464566929133776,,1.0,,,-0.009960138391185435,0.0,,0.0,,,43.55770055598545,0.0,,53.0,,,1.0,,26.125,0.0,,,,1.0,13.142857551574707,0.0,,121.90211443581795,,,1.0,23.3125,,
